gene_id	FPKM
ENSG00000000003	6.019217898
ENSG00000000005	0
ENSG00000000419	38.50615613
ENSG00000000457	2.263355867
ENSG00000000460	7.741679333
ENSG00000000938	0.038306452
ENSG00000000971	0.267871544
ENSG00000001036	18.36320615
ENSG00000001084	4.881892341
ENSG00000001167	15.56940648
ENSG00000001460	0.890473098
ENSG00000001461	0.958268747
ENSG00000001497	16.43454381
ENSG00000001561	0.711366644
ENSG00000001617	7.657444598
ENSG00000001626	0
ENSG00000001629	16.62142287
ENSG00000001630	3.203017453
ENSG00000001631	1.968135965
ENSG00000002016	4.804631143
ENSG00000002079	0
ENSG00000002330	16.45952869
ENSG00000002549	17.06258416
ENSG00000002586	0.07333659
ENSG00000002587	0
ENSG00000002726	0
ENSG00000002745	0
ENSG00000002746	0
ENSG00000002822	0.138870159
ENSG00000002834	20.35666468
ENSG00000002919	8.272169873
ENSG00000002933	0.009314957
ENSG00000003056	32.92113084
ENSG00000003096	47.2718838
ENSG00000003137	0
ENSG00000003147	23.34092586
ENSG00000003249	16.63508194
ENSG00000003393	5.380434356
ENSG00000003400	0.123895929
ENSG00000003402	1.246305916
ENSG00000003436	0.008294717
ENSG00000003509	6.174231984
ENSG00000003756	4.055940136
ENSG00000003987	1.668959791
ENSG00000003989	40.25056825
ENSG00000004059	42.29087882
ENSG00000004139	9.525398508
ENSG00000004142	29.18568549
ENSG00000004399	28.50006885
ENSG00000004455	17.64604902
ENSG00000004468	0
ENSG00000004478	72.34158921
ENSG00000004487	41.33650955
ENSG00000004534	4.29533984
ENSG00000004660	2.662334463
ENSG00000004700	19.26659426
ENSG00000004766	3.469549049
ENSG00000004776	0.131506226
ENSG00000004777	5.437014559
ENSG00000004779	49.10522098
ENSG00000004799	0
ENSG00000004809	0
ENSG00000004838	0.213005882
ENSG00000004846	0
ENSG00000004848	0
ENSG00000004864	37.32052513
ENSG00000004866	13.05708528
ENSG00000004897	36.64545098
ENSG00000004939	0.00631963
ENSG00000004948	0
ENSG00000004961	15.93832048
ENSG00000004975	10.91980081
ENSG00000005001	0.013585614
ENSG00000005007	16.00198343
ENSG00000005020	0.296030057
ENSG00000005022	230.5491528
ENSG00000005059	0.683293351
ENSG00000005073	0.024269843
ENSG00000005075	22.49240344
ENSG00000005100	10.12652786
ENSG00000005102	0.012112231
ENSG00000005108	7.538738442
ENSG00000005156	20.80962724
ENSG00000005175	10.01912402
ENSG00000005187	0.008625328
ENSG00000005189	3.865473865
ENSG00000005194	38.68765347
ENSG00000005206	5.806197526
ENSG00000005238	2.152805846
ENSG00000005243	3.957389017
ENSG00000005249	27.76014712
ENSG00000005302	1.900896951
ENSG00000005339	6.994859778
ENSG00000005379	0.489134607
ENSG00000005381	0
ENSG00000005421	0
ENSG00000005436	7.376565805
ENSG00000005448	10.53862598
ENSG00000005469	2.901204009
ENSG00000005471	0.272450733
ENSG00000005483	22.10425489
ENSG00000005486	34.78672182
ENSG00000005513	0.021736983
ENSG00000005700	15.54212991
ENSG00000005801	4.765152818
ENSG00000005810	10.46783873
ENSG00000005812	5.803860507
ENSG00000005844	0.015155875
ENSG00000005882	7.322991354
ENSG00000005884	0.142082076
ENSG00000005889	6.917012543
ENSG00000005893	14.19304339
ENSG00000005961	0.346913853
ENSG00000005981	0
ENSG00000006007	19.89028033
ENSG00000006015	18.10658443
ENSG00000006016	0.09824501
ENSG00000006025	1.798791581
ENSG00000006042	0.112393655
ENSG00000006047	0.020981281
ENSG00000006059	0
ENSG00000006062	3.251381732
ENSG00000006071	0.066896308
ENSG00000006116	0
ENSG00000006118	15.74638298
ENSG00000006125	75.78415469
ENSG00000006128	0
ENSG00000006194	12.11961568
ENSG00000006210	9.325165758
ENSG00000006282	8.496036497
ENSG00000006283	0.099784461
ENSG00000006327	7.939291935
ENSG00000006377	5.951137988
ENSG00000006432	0.232725765
ENSG00000006451	34.55998111
ENSG00000006453	0.03359065
ENSG00000006459	3.857700268
ENSG00000006468	14.52159334
ENSG00000006530	6.013160346
ENSG00000006534	1.441969654
ENSG00000006555	0
ENSG00000006576	16.88332044
ENSG00000006606	0
ENSG00000006607	8.821031408
ENSG00000006611	0
ENSG00000006625	17.02712162
ENSG00000006634	17.98790937
ENSG00000006638	0.85925287
ENSG00000006652	15.40843905
ENSG00000006659	0
ENSG00000006695	5.028881288
ENSG00000006704	8.288922493
ENSG00000006712	18.97829302
ENSG00000006715	9.388038131
ENSG00000006740	0.059064341
ENSG00000006744	10.08370017
ENSG00000006747	0
ENSG00000006756	0.142902256
ENSG00000006757	0
ENSG00000006788	0
ENSG00000006831	28.8887898
ENSG00000006837	0.431978534
ENSG00000007001	0
ENSG00000007038	0
ENSG00000007047	11.25506107
ENSG00000007062	0.008713507
ENSG00000007080	53.5446935
ENSG00000007129	0.016382451
ENSG00000007168	21.61440018
ENSG00000007171	0.051538244
ENSG00000007174	0
ENSG00000007202	21.27398915
ENSG00000007216	0
ENSG00000007237	0
ENSG00000007255	13.81614762
ENSG00000007264	0.007826995
ENSG00000007306	0
ENSG00000007312	0.10899843
ENSG00000007314	0.463641438
ENSG00000007341	4.665676673
ENSG00000007350	0
ENSG00000007372	0.012554137
ENSG00000007376	30.2710059
ENSG00000007384	0.184547606
ENSG00000007392	13.14717922
ENSG00000007402	18.69923801
ENSG00000007516	0.042158288
ENSG00000007520	27.86447698
ENSG00000007541	7.207828495
ENSG00000007545	2.204169536
ENSG00000007866	5.375001985
ENSG00000007908	0.007062387
ENSG00000007923	16.84716687
ENSG00000007933	0
ENSG00000007944	3.099642847
ENSG00000007952	0
ENSG00000007968	13.96447948
ENSG00000008018	57.88698685
ENSG00000008056	8.23367573
ENSG00000008083	9.222621784
ENSG00000008086	1.577254476
ENSG00000008118	0.019464005
ENSG00000008128	0.165602896
ENSG00000008130	16.38593886
ENSG00000008196	38.52369059
ENSG00000008197	0
ENSG00000008226	0.003884397
ENSG00000008256	6.970580416
ENSG00000008277	7.375535311
ENSG00000008282	30.13572238
ENSG00000008283	99.50046561
ENSG00000008294	21.85100873
ENSG00000008300	5.486100648
ENSG00000008311	1.137277391
ENSG00000008323	0.022808525
ENSG00000008324	11.70263573
ENSG00000008382	10.79603495
ENSG00000008394	0.017410619
ENSG00000008405	8.479696208
ENSG00000008438	0
ENSG00000008441	17.51486216
ENSG00000008513	0.062200382
ENSG00000008516	0.122046556
ENSG00000008517	0
ENSG00000008710	7.091341829
ENSG00000008735	33.42242202
ENSG00000008838	19.17606552
ENSG00000008853	11.66562439
ENSG00000008869	7.257640392
ENSG00000008952	24.74454479
ENSG00000008988	92.33091315
ENSG00000009307	137.366372
ENSG00000009335	23.45721234
ENSG00000009413	9.563940176
ENSG00000009694	0.005022969
ENSG00000009709	0.005003569
ENSG00000009724	0.068473795
ENSG00000009765	0
ENSG00000009780	3.701268303
ENSG00000009790	0
ENSG00000009830	3.825213822
ENSG00000009844	9.687872089
ENSG00000009950	0.040359009
ENSG00000009954	46.65997371
ENSG00000010017	20.14185625
ENSG00000010030	0.286499664
ENSG00000010072	7.364921234
ENSG00000010165	23.38436388
ENSG00000010219	1.726386082
ENSG00000010244	11.55081648
ENSG00000010256	42.75957662
ENSG00000010270	13.51987357
ENSG00000010278	15.53695882
ENSG00000010282	0
ENSG00000010292	66.65842413
ENSG00000010295	9.679704601
ENSG00000010310	0.146957272
ENSG00000010318	1.357527581
ENSG00000010319	0.372203305
ENSG00000010322	4.321034955
ENSG00000010327	0.015294723
ENSG00000010361	11.92206907
ENSG00000010379	0.122132849
ENSG00000010404	5.617562407
ENSG00000010438	33.59487318
ENSG00000010539	4.941583348
ENSG00000010610	0.042643983
ENSG00000010626	1.061209202
ENSG00000010671	0.176984179
ENSG00000010704	0
ENSG00000010803	13.29900595
ENSG00000010810	20.12948467
ENSG00000010818	0.182382571
ENSG00000010932	0
ENSG00000011007	17.5307902
ENSG00000011009	22.01942408
ENSG00000011021	2.072553387
ENSG00000011028	4.373450662
ENSG00000011052	0
ENSG00000011083	0
ENSG00000011105	16.29958933
ENSG00000011114	7.25895935
ENSG00000011132	4.19031235
ENSG00000011143	4.825620923
ENSG00000011198	2.590532859
ENSG00000011201	0
ENSG00000011243	16.68825958
ENSG00000011258	10.97336403
ENSG00000011260	35.43160416
ENSG00000011275	12.28954077
ENSG00000011295	7.36676914
ENSG00000011304	104.4155233
ENSG00000011332	9.588228539
ENSG00000011347	3.006364075
ENSG00000011376	2.391190783
ENSG00000011405	9.135106495
ENSG00000011422	1.01008449
ENSG00000011426	41.46671152
ENSG00000011451	17.48318741
ENSG00000011454	9.117228509
ENSG00000011465	2.547582044
ENSG00000011478	14.37194711
ENSG00000011485	18.89191896
ENSG00000011523	4.995498022
ENSG00000011566	8.043545193
ENSG00000011590	0.011824792
ENSG00000011600	0.035709046
ENSG00000011638	0.658397753
ENSG00000011677	0.039021813
ENSG00000012048	13.03041742
ENSG00000012061	21.75857976
ENSG00000012124	0.015760635
ENSG00000012171	0.123532994
ENSG00000012174	11.56485264
ENSG00000012211	0.256907834
ENSG00000012223	0
ENSG00000012232	9.965188782
ENSG00000012504	0
ENSG00000012660	66.08430519
ENSG00000012779	0
ENSG00000012817	0
ENSG00000012822	0.567829215
ENSG00000012963	25.62250757
ENSG00000012983	13.69481284
ENSG00000013016	3.195178841
ENSG00000013275	54.48822345
ENSG00000013288	1.013495402
ENSG00000013293	18.38185409
ENSG00000013297	0.55542302
ENSG00000013306	98.98304533
ENSG00000013364	0.326992754
ENSG00000013374	10.24136895
ENSG00000013375	11.5294377
ENSG00000013392	2.113949003
ENSG00000013441	13.88240626
ENSG00000013503	8.817063777
ENSG00000013523	9.493591524
ENSG00000013561	17.33036324
ENSG00000013563	5.463337144
ENSG00000013573	6.220590951
ENSG00000013583	2.050238842
ENSG00000013588	0.026862172
ENSG00000013619	0
ENSG00000013725	0.02174428
ENSG00000013810	16.49021286
ENSG00000014123	10.50347881
ENSG00000014138	1.454207294
ENSG00000014164	6.96331198
ENSG00000014216	8.773475773
ENSG00000014257	0.037836571
ENSG00000014641	20.3026036
ENSG00000014824	20.07441642
ENSG00000014914	0.354200622
ENSG00000014919	10.18864491
ENSG00000015133	2.311946644
ENSG00000015153	3.370586057
ENSG00000015171	12.86357749
ENSG00000015285	0.370384935
ENSG00000015413	0
ENSG00000015475	16.37617177
ENSG00000015479	0.923533494
ENSG00000015520	0.080168576
ENSG00000015532	7.126330087
ENSG00000015568	0
ENSG00000015592	1.828836521
ENSG00000015676	12.72869217
ENSG00000016082	40.20631972
ENSG00000016391	0.008318506
ENSG00000016402	0.335521594
ENSG00000016490	0
ENSG00000016602	0
ENSG00000016864	8.073482123
ENSG00000017260	34.25935009
ENSG00000017427	0
ENSG00000017483	0.040303764
ENSG00000017797	6.823212239
ENSG00000018189	9.632060527
ENSG00000018236	61.64633944
ENSG00000018280	0.063462169
ENSG00000018408	0.531268093
ENSG00000018510	11.2608134
ENSG00000018607	0.018257105
ENSG00000018610	11.22285494
ENSG00000018625	0
ENSG00000018699	11.1284136
ENSG00000018869	1.227847557
ENSG00000019102	0.022382934
