gene_id	FPKM
ENSG00000000003	3.888131141
ENSG00000000005	0
ENSG00000000419	15.36122782
ENSG00000000457	2.831113173
ENSG00000000460	1.452997217
ENSG00000000938	0.036467359
ENSG00000000971	0.110762367
ENSG00000001036	3.9770614
ENSG00000001084	6.187142871
ENSG00000001167	29.2878535
ENSG00000001460	0.591714425
ENSG00000001461	3.574667952
ENSG00000001497	7.2894742
ENSG00000001561	4.37754625
ENSG00000001617	12.41163206
ENSG00000001626	0
ENSG00000001629	23.12868899
ENSG00000001630	0.926130376
ENSG00000001631	1.312049015
ENSG00000002016	5.966234283
ENSG00000002079	0
ENSG00000002330	2.443063944
ENSG00000002549	5.881515359
ENSG00000002586	0.042312545
ENSG00000002587	0
ENSG00000002726	0
ENSG00000002745	0.006297621
ENSG00000002746	0.002950188
ENSG00000002822	0.346855189
ENSG00000002834	29.23640126
ENSG00000002919	7.638458768
ENSG00000002933	0
ENSG00000003056	20.67584297
ENSG00000003096	36.42459506
ENSG00000003137	0.016395162
ENSG00000003147	11.86262843
ENSG00000003249	7.050076706
ENSG00000003393	16.41008203
ENSG00000003400	0.151840699
ENSG00000003402	2.208344431
ENSG00000003436	0.001754775
ENSG00000003509	4.98825391
ENSG00000003756	4.552878912
ENSG00000003987	1.845479258
ENSG00000003989	46.59751896
ENSG00000004059	13.6510612
ENSG00000004139	10.6451422
ENSG00000004142	20.74020252
ENSG00000004399	56.45039911
ENSG00000004455	4.736826375
ENSG00000004468	0.04496595
ENSG00000004478	30.62015248
ENSG00000004487	31.24501625
ENSG00000004534	4.283438275
ENSG00000004660	3.556341834
ENSG00000004700	12.79887206
ENSG00000004766	5.08993761
ENSG00000004776	0.083461741
ENSG00000004777	5.955604995
ENSG00000004779	11.55247291
ENSG00000004799	0.009047286
ENSG00000004809	0
ENSG00000004838	0.184991796
ENSG00000004846	0
ENSG00000004848	0.006600974
ENSG00000004864	21.86300399
ENSG00000004866	3.189110732
ENSG00000004897	27.60103267
ENSG00000004939	0.008021633
ENSG00000004948	0
ENSG00000004961	3.316241684
ENSG00000004975	9.588157976
ENSG00000005001	0.051733476
ENSG00000005007	46.73971196
ENSG00000005020	0.916386656
ENSG00000005022	37.66072866
ENSG00000005059	0.225502658
ENSG00000005073	0.007701549
ENSG00000005075	2.032788363
ENSG00000005100	17.19285095
ENSG00000005102	0.015374297
ENSG00000005108	17.14301786
ENSG00000005156	24.97849373
ENSG00000005175	7.930171391
ENSG00000005187	0.035581977
ENSG00000005189	1.673813947
ENSG00000005194	16.94623322
ENSG00000005206	8.738622539
ENSG00000005238	4.021924628
ENSG00000005243	0.881261932
ENSG00000005249	21.93479972
ENSG00000005302	1.017262815
ENSG00000005339	30.15523019
ENSG00000005379	4.059107238
ENSG00000005381	0
ENSG00000005421	0
ENSG00000005436	1.083845689
ENSG00000005448	3.373051675
ENSG00000005469	3.096319727
ENSG00000005471	0.143651283
ENSG00000005483	19.61536795
ENSG00000005486	14.25119459
ENSG00000005513	0.050583843
ENSG00000005700	20.82183715
ENSG00000005801	2.025529117
ENSG00000005810	36.48213551
ENSG00000005812	9.815830044
ENSG00000005844	0.019237655
ENSG00000005882	4.343279539
ENSG00000005884	2.459857656
ENSG00000005889	17.9806031
ENSG00000005893	7.136696496
ENSG00000005961	0.472829136
ENSG00000005981	0.004462752
ENSG00000006007	18.65909037
ENSG00000006015	4.977220951
ENSG00000006016	0.062352178
ENSG00000006025	2.683591427
ENSG00000006042	0.198143769
ENSG00000006047	0.00443866
ENSG00000006059	0
ENSG00000006062	7.412721992
ENSG00000006071	0.137166866
ENSG00000006116	0
ENSG00000006118	33.08771918
ENSG00000006125	92.12712353
ENSG00000006128	0
ENSG00000006194	18.61000377
ENSG00000006210	13.11616068
ENSG00000006282	16.14547156
ENSG00000006283	1.634302092
ENSG00000006327	1.935414293
ENSG00000006377	2.786469649
ENSG00000006432	3.377225039
ENSG00000006451	17.79288524
ENSG00000006453	0.13217558
ENSG00000006459	11.2246087
ENSG00000006468	9.639568845
ENSG00000006530	3.001550789
ENSG00000006534	1.461154494
ENSG00000006555	0.020182066
ENSG00000006576	14.40259341
ENSG00000006606	0
ENSG00000006607	13.85857668
ENSG00000006611	0
ENSG00000006625	4.255516566
ENSG00000006634	3.355076371
ENSG00000006638	0.952515716
ENSG00000006652	4.9722004
ENSG00000006659	0
ENSG00000006695	2.154121917
ENSG00000006704	15.74714578
ENSG00000006712	11.54710552
ENSG00000006715	12.67479066
ENSG00000006740	0.355012333
ENSG00000006744	10.70338681
ENSG00000006747	0.001768057
ENSG00000006756	0.301339277
ENSG00000006757	0
ENSG00000006788	0
ENSG00000006831	55.23634097
ENSG00000006837	0.130552141
ENSG00000007001	0
ENSG00000007038	0
ENSG00000007047	23.26074717
ENSG00000007062	0.049771028
ENSG00000007080	11.33580859
ENSG00000007129	0.072781003
ENSG00000007168	40.49062971
ENSG00000007171	0.135509798
ENSG00000007174	0.001213354
ENSG00000007202	55.38968215
ENSG00000007216	0
ENSG00000007237	0
ENSG00000007255	3.392858438
ENSG00000007264	0.009934961
ENSG00000007306	0
ENSG00000007312	0.088941784
ENSG00000007314	2.383961597
ENSG00000007341	1.589572949
ENSG00000007350	0
ENSG00000007372	0.002987853
ENSG00000007376	21.04537992
ENSG00000007384	0.472682968
ENSG00000007392	6.203907064
ENSG00000007402	32.54989804
ENSG00000007516	0.324418671
ENSG00000007520	17.63350502
ENSG00000007541	6.701841456
ENSG00000007545	8.615778354
ENSG00000007866	12.55304006
ENSG00000007908	0
ENSG00000007923	15.90488376
ENSG00000007933	0
ENSG00000007944	15.33628126
ENSG00000007952	0
ENSG00000007968	10.87985378
ENSG00000008018	13.8858028
ENSG00000008056	10.17034226
ENSG00000008083	26.27039843
ENSG00000008086	7.557271964
ENSG00000008118	0.024706051
ENSG00000008128	0.052550767
ENSG00000008130	22.31574736
ENSG00000008196	22.71951606
ENSG00000008197	0
ENSG00000008226	0.017256901
ENSG00000008256	20.28999765
ENSG00000008277	15.13981306
ENSG00000008282	31.47825821
ENSG00000008283	73.97782908
ENSG00000008294	38.18198596
ENSG00000008300	31.33627765
ENSG00000008311	1.647149168
ENSG00000008323	0.241260969
ENSG00000008324	2.391271663
ENSG00000008382	7.523951158
ENSG00000008394	0.008287368
ENSG00000008405	9.013957817
ENSG00000008438	0
ENSG00000008441	18.32767166
ENSG00000008513	0.188091979
ENSG00000008516	0.280785493
ENSG00000008517	0.006405558
ENSG00000008710	26.49115733
ENSG00000008735	51.1774612
ENSG00000008838	17.63834618
ENSG00000008853	31.02058742
ENSG00000008869	14.61686522
ENSG00000008952	16.24107494
ENSG00000008988	7.990736887
ENSG00000009307	102.8056331
ENSG00000009335	37.36560872
ENSG00000009413	15.46496598
ENSG00000009694	0.015939388
ENSG00000009709	0.012702261
ENSG00000009724	0.062772058
ENSG00000009765	0.009918662
ENSG00000009780	2.736308468
ENSG00000009790	0
ENSG00000009830	6.835380319
ENSG00000009844	6.292942353
ENSG00000009950	0.162223575
ENSG00000009954	76.29094219
ENSG00000010017	18.86236671
ENSG00000010030	0.138537048
ENSG00000010072	4.956135933
ENSG00000010165	27.52528826
ENSG00000010219	0.195238746
ENSG00000010244	4.90713292
ENSG00000010256	11.88160575
ENSG00000010270	6.651678112
ENSG00000010278	1.110437642
ENSG00000010282	0
ENSG00000010292	69.26895515
ENSG00000010295	15.34842654
ENSG00000010310	1.630160721
ENSG00000010318	0.384956117
ENSG00000010319	3.225659634
ENSG00000010322	14.11796786
ENSG00000010327	0.044651964
ENSG00000010361	5.840165797
ENSG00000010379	0.096891042
ENSG00000010404	1.910899017
ENSG00000010438	1.519422146
ENSG00000010539	3.007376863
ENSG00000010610	0.02706443
ENSG00000010626	0.565745905
ENSG00000010671	0.094352814
ENSG00000010704	0
ENSG00000010803	9.073604239
ENSG00000010810	20.80783566
ENSG00000010818	0.605763158
ENSG00000010932	0.005706673
ENSG00000011007	19.48400494
ENSG00000011009	11.91015036
ENSG00000011021	3.450637003
ENSG00000011028	16.07696331
ENSG00000011052	0
ENSG00000011083	0.043254363
ENSG00000011105	27.72081197
ENSG00000011114	24.95563612
ENSG00000011132	3.452842832
ENSG00000011143	3.799273988
ENSG00000011198	1.924941876
ENSG00000011201	0
ENSG00000011243	15.66648695
ENSG00000011258	14.96163242
ENSG00000011260	13.17890052
ENSG00000011275	34.51176256
ENSG00000011295	7.323764842
ENSG00000011304	47.12250501
ENSG00000011332	7.742547019
ENSG00000011347	11.0888295
ENSG00000011376	5.275127239
ENSG00000011405	10.92761205
ENSG00000011422	0.327448026
ENSG00000011426	18.57769807
ENSG00000011451	36.04624925
ENSG00000011454	24.87048098
ENSG00000011465	0.139242265
ENSG00000011478	3.873301497
ENSG00000011485	15.66956812
ENSG00000011523	9.25387881
ENSG00000011566	19.44891679
ENSG00000011590	0.052533057
ENSG00000011600	0.022663103
ENSG00000011638	1.036611047
ENSG00000011677	0.019812467
ENSG00000012048	8.972294777
ENSG00000012061	4.637506578
ENSG00000012124	0.113363305
ENSG00000012171	0.406262056
ENSG00000012174	13.23866501
ENSG00000012211	0.157426742
ENSG00000012223	0
ENSG00000012232	27.63465942
ENSG00000012504	0
ENSG00000012660	28.15657874
ENSG00000012779	0
ENSG00000012817	0
ENSG00000012822	2.25929591
ENSG00000012963	18.27670443
ENSG00000012983	18.28948115
ENSG00000013016	14.65080611
ENSG00000013275	17.08922403
ENSG00000013288	3.822329795
ENSG00000013293	21.89890142
ENSG00000013297	0.512233498
ENSG00000013306	24.51378399
ENSG00000013364	1.037646102
ENSG00000013374	7.704014285
ENSG00000013375	11.81154083
ENSG00000013392	1.254377806
ENSG00000013441	4.357593091
ENSG00000013503	14.3258618
ENSG00000013523	17.28774688
ENSG00000013561	13.48383759
ENSG00000013563	6.352683915
ENSG00000013573	7.087657311
ENSG00000013583	1.253233904
ENSG00000013588	0.014612868
ENSG00000013619	0
ENSG00000013725	0.289804717
ENSG00000013810	12.38789479
ENSG00000014123	7.109943218
ENSG00000014138	0.76418372
ENSG00000014164	9.004396221
ENSG00000014216	12.97335583
ENSG00000014257	0.009605343
ENSG00000014641	7.147029853
ENSG00000014824	12.4720292
ENSG00000014914	0.588968051
ENSG00000014919	7.60309945
ENSG00000015133	6.848503066
ENSG00000015153	1.198545497
ENSG00000015171	17.13857837
ENSG00000015285	0.269893465
ENSG00000015413	0.052571444
ENSG00000015475	3.814267547
ENSG00000015479	0.081785549
ENSG00000015520	0.090018087
ENSG00000015532	18.85750759
ENSG00000015568	0
ENSG00000015592	0.655227878
ENSG00000015676	16.87777165
ENSG00000016082	24.66360271
ENSG00000016391	0.026397116
ENSG00000016402	0.121681219
ENSG00000016490	0
ENSG00000016602	0
ENSG00000016864	5.998731102
ENSG00000017260	42.01662834
ENSG00000017427	0
ENSG00000017483	0.025579187
ENSG00000017797	7.929729887
ENSG00000018189	8.101966606
ENSG00000018236	87.69806599
ENSG00000018280	0.018953835
ENSG00000018408	0.508205205
ENSG00000018510	7.172336942
ENSG00000018607	0.046348218
ENSG00000018610	3.864103009
ENSG00000018625	0
ENSG00000018699	5.928418972
ENSG00000018869	1.718066173
ENSG00000019102	0.042616658
ENSG00000019144	7.059748145
ENSG00000019169	0
ENSG00000019186	0
ENSG00000019485	3.623005934
ENSG00000019505	0.200080447
ENSG00000019549	1.585042653
ENSG00000019582	0.0172012
ENSG00000019991	3.555523235
ENSG00000019995	16.85456457
ENSG00000020129	21.10307783
ENSG00000020181	19.91126369
ENSG00000020219	0.196467714
ENSG00000020256	7.616711835
ENSG00000020426	1.882171594
ENSG00000020577	1.163357928
ENSG00000020633	0.077258985
ENSG00000020922	7.172614246
ENSG00000021300	0.566701622
ENSG00000021355	0.013492245
ENSG00000021461	0
ENSG00000021488	0.007912023
ENSG00000021574	10.79106164
ENSG00000021645	0.009263377
ENSG00000021762	2.274768418
ENSG00000021776	14.70300498
ENSG00000021826	0.371258983
ENSG00000021852	0
ENSG00000022267	12.29749386
ENSG00000022277	4.644324127
ENSG00000022355	2.116575032
ENSG00000022556	0.013024194
ENSG00000022567	6.170451082
ENSG00000022840	37.53979787
ENSG00000022976	5.482674944
ENSG00000023041	8.319795687
